identifier,DateTime,AmbientTemperature,ExhaustVacuum,AmbientPressure,RelativeHumidity,ElectricalOutput
7312,12/3/2016 2:00,30.91,70.32,1011.92,65.59,433.71
7313,12/3/2016 3:00,8.35,42.85,1010.46,90.13,483.63
7314,12/3/2016 4:00,7,38.5,1014.09,81.32,489.52
7315,12/3/2016 5:00,20.53,49.16,1007.11,90.02,444.69
7316,12/3/2016 6:00,25.04,65.48,1017.66,57.08,440.92
7317,12/3/2016 7:00,24.51,51.95,1005.57,63.53,449.73
7318,12/3/2016 8:00,21.23,68.08,1012.82,74.57,445.41
7319,12/3/2016 9:00,7.01,40.72,1024,86.37,489.64
7320,12/3/2016 10:00,16.78,41.35,1000.23,70.52,459.64
7321,12/3/2016 11:00,9.08,40.02,1031.2,75.34,476.69
7322,12/3/2016 12:00,30.78,69.14,1007.27,62.77,433.96
7323,12/3/2016 13:00,23.02,63.47,1012.21,80.61,443.66
7324,12/3/2016 14:00,25.56,74.67,1016.62,76.1,435.81
7325,12/3/2016 15:00,17.53,42.24,1016.9,60.95,470.63
7326,12/3/2016 16:00,21.12,62.96,1020.83,69.96,454.65
7327,12/3/2016 17:00,13.01,41.49,1019.82,92.86,466.5
7328,12/3/2016 18:00,7.47,40.07,1015.45,50.3,489.59
7329,12/3/2016 19:00,13.17,36.71,1012.82,72.76,474.93
7330,12/3/2016 20:00,15.25,43.02,1012.04,41.43,467.23
7331,12/3/2016 21:00,28.89,70.72,1009.36,70.33,433.02
7332,12/3/2016 22:00,27.19,62.91,1011.57,53.66,444.8
7333,12/3/2016 23:00,21.46,74.87,1009.23,86.58,445.5
7334,12/4/2016 0:00,32.16,76.2,1008.04,51.74,433.29
7335,12/4/2016 1:00,25.42,68.08,1011.2,76.58,433.82
7336,12/4/2016 2:00,22.83,59.43,1005.51,83.93,440.76
7337,12/4/2016 3:00,15.63,41.79,1006.7,78.28,455.24
7338,12/4/2016 4:00,30.83,77.3,1001.7,57.85,435.87
7339,12/4/2016 5:00,15.78,43.99,1022.19,83.7,461.07
7340,12/4/2016 6:00,25.46,56.89,1012.59,62.9,443.5
7341,12/4/2016 7:00,20.57,44.78,1008.89,38.78,465.69
7342,12/4/2016 8:00,10.02,42.44,1014.57,99.16,478.5
7343,12/4/2016 9:00,11.61,52.75,1020.94,77.56,464.68
7344,12/4/2016 10:00,23.14,51.19,1009.56,77.2,443.87
7345,12/4/2016 11:00,15.04,38.01,1022.46,78.29,468.12
7346,12/4/2016 12:00,10.27,52.75,1026.19,76.78,470.76
7347,12/4/2016 13:00,21.19,74.93,1015.75,80.84,443.29
7348,12/4/2016 14:00,12.69,40.71,1021.62,80.19,477.14
7349,12/4/2016 15:00,28.37,71.64,1007.39,71.06,434.91
7350,12/4/2016 16:00,19.12,58.79,1017.34,92.45,447.02
7351,12/4/2016 17:00,23.49,64.63,1020.75,65.16,450.28
7352,12/4/2016 18:00,19,58.95,1018.05,83.38,451.96
7353,12/4/2016 19:00,11.58,41.74,1020.41,74.09,478.06
7354,12/4/2016 20:00,15.2,39,1016.1,72.76,463.88
7355,12/4/2016 21:00,15.71,40.12,1012.81,97.46,462.6
7356,12/4/2016 22:00,23.27,65.48,1019.05,61.36,443.43
7357,12/4/2016 23:00,19.78,62.1,1019.72,78.36,450.43
7358,12/5/2016 0:00,14.1,39.16,1008.19,74.05,464.07
7359,12/5/2016 1:00,19.62,58.79,1017.59,87.39,446.29
7360,12/5/2016 2:00,13.9,39.59,1011.84,94.74,465
7361,12/5/2016 3:00,31.37,74.87,1009.22,56.58,436.16
7362,12/5/2016 4:00,26.86,71.32,1007.38,81.14,430.44
7363,12/5/2016 5:00,18.35,57.76,1019.64,77.94,458.41
7364,12/5/2016 6:00,30.29,59.22,1013.05,60.46,441.57
7365,12/5/2016 7:00,25.91,58.98,1010.02,75.31,442.65
7366,12/5/2016 8:00,15.98,42.99,1008.24,83.78,467.42
7367,12/5/2016 9:00,15.72,41.76,1023.07,66.95,462.19
7368,12/5/2016 10:00,22.81,71.85,1009.61,75.17,440.4
7369,12/5/2016 11:00,13.73,41.78,1011.75,49.65,464.94
7370,12/5/2016 12:00,5.33,39.33,1009.61,94.97,491.17
7371,12/5/2016 13:00,14.71,52.72,1024.7,70.29,462.34
7372,12/5/2016 14:00,24.26,42.8,1013.72,61.62,459.65
7373,12/5/2016 15:00,27.78,72.43,1006.72,74.53,429.62
7374,12/5/2016 16:00,16.5,53.29,1017.7,95.66,458.37
7375,12/5/2016 17:00,8.51,39.66,1015.16,86.61,483.54
7376,12/5/2016 18:00,18.6,58.71,1009.8,86.42,430.38
7377,12/5/2016 19:00,6.52,39.85,1012.55,86.36,483.01
7378,12/5/2016 20:00,14.76,40.71,1017.37,71.07,465.58
7379,12/5/2016 21:00,28.8,70.02,1010.76,49.61,435.45
7380,12/5/2016 22:00,11.53,41.39,1018.39,85.52,474.49
7381,12/5/2016 23:00,12.15,45.01,1018.89,90.02,468.07
7382,12/6/2016 0:00,9.61,44.03,1008.3,91.36,473.54
7383,12/6/2016 1:00,13.67,38.53,1009.3,81.85,470.39
7384,12/6/2016 2:00,25.88,71.73,1010.01,72.8,430.86
7385,12/6/2016 3:00,26.82,66.51,1016.32,55.76,439.48
7386,12/6/2016 4:00,28.11,69.84,1004.68,67.08,427.33
7387,12/6/2016 5:00,28.9,60.07,1015.96,45.06,440.62
7388,12/6/2016 6:00,26.97,71.58,1010.13,75.16,433.88
7389,12/6/2016 7:00,26.84,71.94,1006.6,79.12,427.2
7390,12/6/2016 8:00,25.28,67.69,1009.05,68.54,445.34
7391,12/6/2016 9:00,9.02,38.08,1019.02,69.98,478.32
7392,12/6/2016 10:00,12.89,36.71,1013.36,87.29,475.13
7393,12/6/2016 11:00,17.35,39.72,1003,64.62,459.83
7394,12/6/2016 12:00,26.86,71.14,1007.11,76.61,426.97
7395,12/6/2016 13:00,15.43,39.16,1016.44,79.8,470.74
7396,12/6/2016 14:00,29.72,68.24,1009.92,66.42,426.54
7397,12/6/2016 15:00,31.4,70.32,1011.62,65.01,433.42
7398,12/6/2016 16:00,21.6,59.8,1016.9,76.59,450.14
7399,12/6/2016 17:00,7.06,41.74,1021.95,90.38,448.97
7400,12/6/2016 18:00,18.9,62.96,1020.69,80.57,455.88
7401,12/6/2016 19:00,27.77,63.9,1013.62,51.43,441.3
7402,12/6/2016 20:00,13.2,40.83,1007.75,94.98,472.41
7403,12/6/2016 21:00,22.59,60.32,1016.84,78.58,447.17
7404,12/6/2016 22:00,28.5,64.84,1011.47,54.41,441.74
7405,12/6/2016 23:00,27.98,67.9,1006.3,73.53,436.08
7406,12/7/2016 0:00,27.64,75.6,1017.35,54.78,441.04
7407,12/7/2016 1:00,9.6,37.73,1021.87,77.75,481.03
7408,12/7/2016 2:00,10.61,43.79,1016.03,76.33,480.28
7409,12/7/2016 3:00,31.41,76.09,1007.68,70.49,430.81
7410,12/7/2016 4:00,28.53,66.51,1015.9,40.68,436.16
7411,12/7/2016 5:00,7.24,41.17,1020.35,80.56,486.76
7412,12/7/2016 6:00,7.32,41.26,1010.11,95.18,482.1
7413,12/7/2016 7:00,26.93,67.07,1005.65,60.26,437.76
7414,12/7/2016 8:00,9.76,40.71,1020.88,91.82,470.95
7415,12/7/2016 9:00,22.85,59.15,1014.74,63.92,448.61
7416,12/7/2016 10:00,13.24,40.83,1007.9,87.53,472.22
7417,12/7/2016 11:00,29.14,61.5,1009.64,39.95,437.76
7418,12/7/2016 12:00,22.18,62.91,1012.14,68.86,449.77
7419,12/7/2016 13:00,15.07,43.48,1015.22,57.74,459.96
7420,12/7/2016 14:00,25.43,72.39,1002.65,88.13,436.1
7421,12/7/2016 15:00,14.64,39.58,1011.46,71.9,467.8
7422,12/7/2016 16:00,14.43,41.76,1024.02,83.57,467.33
7423,12/7/2016 17:00,8.44,41.17,1019.9,70.72,486.15
7424,12/7/2016 18:00,32.33,69.89,1014.18,50.93,427.29
7425,12/7/2016 19:00,23.62,61.87,1010.07,48.77,447.93
7426,12/7/2016 20:00,25.83,70.47,1006.24,81.83,434.45
7427,12/7/2016 21:00,17.74,49.69,1006.09,80.7,457.05
7428,12/7/2016 22:00,23.54,67.83,1009.44,65.48,426.24
7429,12/7/2016 23:00,26.07,69.23,1013.32,54.03,436.94
7430,12/8/2016 0:00,27.38,77.24,1008.25,82.49,435.81
7431,12/8/2016 1:00,23.54,41.1,1002.05,38.05,448.56
7432,12/8/2016 2:00,28.73,50.05,1005.79,52.4,436.35
7433,12/8/2016 3:00,14.93,43.02,1012.11,45.56,468.19
7434,12/8/2016 4:00,34.76,68.94,1006.75,41.31,427.42
7435,12/8/2016 5:00,23.64,63.31,1014.5,61.83,440.7
7436,12/8/2016 6:00,29.84,58.9,1005.24,56.18,440.93
7437,12/8/2016 7:00,10.33,40.6,1015,88.62,478.3
7438,12/8/2016 8:00,25.74,59.07,1007.37,79.89,441.05
7439,12/8/2016 9:00,31.92,75.33,1002.13,65.73,431.32
7440,12/8/2016 10:00,13.97,39.16,1016.05,84.6,470.96
7441,12/8/2016 11:00,25.44,61.25,1012.57,87.65,441.77
7442,12/8/2016 12:00,12.88,44.71,1018.73,51.95,469.12
7443,12/8/2016 13:00,7.74,42.49,1009.07,90.11,481.69
7444,12/8/2016 14:00,11.8,43.99,1020.86,98.44,466.75
7445,12/8/2016 15:00,11.87,40.67,1011.43,62.92,479.18
7446,12/8/2016 16:00,18.41,42.04,1011.69,64.88,465.64
7447,12/8/2016 17:00,12.65,44.34,1014.74,92.81,473.46
7448,12/8/2016 18:00,7.05,43.65,1018.41,72.36,480.47
7449,12/8/2016 19:00,12.6,41.5,1013.07,86.22,472.45
7450,12/8/2016 20:00,30.69,71.98,1004.53,65.86,430.33
7451,12/8/2016 21:00,27.76,72.58,1009.04,84.96,429.25
7452,12/8/2016 22:00,16.31,52.75,1024.4,55.69,456.58
7453,12/8/2016 23:00,25.21,63.21,1012.24,85.14,441.04
7454,12/9/2016 0:00,29.53,77.54,1010.39,66.13,432.89
7455,12/9/2016 1:00,26.71,76.86,1002.86,74.5,437.31
7456,12/9/2016 2:00,15.94,41.76,1023.32,67.17,462.44
7457,12/9/2016 3:00,7.33,41.16,1023.17,92.43,466.16
7458,12/9/2016 4:00,14.31,40.78,1024.3,76.41,463.54
7459,12/9/2016 5:00,12.57,41.79,1014.99,87.8,461.88
7460,12/9/2016 6:00,30.61,69.13,1009.32,55.17,429.1
7461,12/9/2016 7:00,14.94,40,1017.69,65.43,456.41
7462,12/9/2016 8:00,14.65,44.84,1023.39,87.76,467.18
7463,12/9/2016 9:00,25.76,74.87,1010.18,65.15,443.7
7464,12/9/2016 10:00,24.4,71.14,1009.7,59.26,436.68
7465,12/9/2016 11:00,34.18,78.05,1010.71,66.77,432.1
7466,12/9/2016 12:00,23.02,67.25,1017.17,72,443.44
7467,12/9/2016 13:00,8.22,40.77,1009.11,95.61,480.38
7468,12/9/2016 14:00,7.16,38.56,1019.17,70.1,486.12
7469,12/9/2016 15:00,28.32,77.95,1014.61,77.17,436.97
7470,12/9/2016 16:00,15.5,44.34,1019.21,65.21,468.53
7471,12/9/2016 17:00,26.79,62.44,1011.51,72.46,440.55
7472,12/9/2016 18:00,13.62,42.34,1017.87,89.67,464.79
7473,12/9/2016 19:00,8.86,40.23,1017.57,90.47,478.05
7474,12/9/2016 20:00,7.14,44.71,1019.98,71.9,487.71
7475,12/9/2016 21:00,27.29,64.45,1013.46,45.35,446.94
7476,12/9/2016 22:00,24.06,58.98,1010.66,81.16,443.75
7477,12/9/2016 23:00,18.36,56.65,1020.29,82,456.49
7478,12/10/2016 0:00,13.83,40.78,1024.85,73.08,458.85
7479,12/10/2016 1:00,21.43,60.95,1015.27,75.49,449.12
7480,12/10/2016 2:00,19.08,58.59,1013.42,68.88,451.05
7481,12/10/2016 3:00,31.46,71.29,1008.57,41.79,430.8
7482,12/10/2016 4:00,24.54,66.49,1011.1,69.14,437.38
7483,12/10/2016 5:00,10.41,41.01,1020.12,94.27,472.82
7484,12/10/2016 6:00,10.49,42.49,1009.81,78.92,478.75
7485,12/10/2016 7:00,15.03,44.45,1020.94,65.57,460.06
7486,12/10/2016 8:00,8.53,40.02,1031.27,85.57,476.73
7487,12/10/2016 9:00,14.64,39.31,1008.84,79.3,462.72
7488,12/10/2016 10:00,24.31,58.62,1017.29,64.44,449.12
7489,12/10/2016 11:00,33.95,80.18,1010.3,56.69,432.22
7490,12/10/2016 12:00,10.39,40.22,1006.59,87.77,479.14
7491,12/10/2016 13:00,19.69,56.65,1020.77,62.83,456.29
7492,12/10/2016 14:00,21.45,45.09,1013.83,52.26,453.15
7493,12/10/2016 15:00,26.04,72.43,1006.82,84.88,432.94
7494,12/10/2016 16:00,24.39,71.85,1009.73,72.24,438.2
7495,12/10/2016 17:00,19.69,39.72,1001.49,60.34,456.55
7496,12/10/2016 18:00,15.37,43.67,1011.9,91.48,468.23
7497,12/10/2016 19:00,22.3,57.19,1006.4,75.28,445.1
7498,12/10/2016 20:00,18.64,43.79,1016.01,51.17,465.13
7499,12/10/2016 21:00,7.3,39.72,1020.85,77.83,485.1
7500,12/10/2016 22:00,28.59,68.08,1013.2,42.96,436.7
7501,12/10/2016 23:00,14.48,44.06,1018.73,75.88,467.46
7502,12/11/2016 0:00,10.16,41.55,1005.69,58.04,477.27
7503,12/11/2016 1:00,30.75,71.25,1000.07,65.47,431.93
7504,12/11/2016 2:00,12.54,44.03,1007.05,84.03,471.86
7505,12/11/2016 3:00,27.28,78.92,1011.05,75.48,434.78
7506,12/11/2016 4:00,23.54,65.27,1013.78,64.28,445.19
7507,12/11/2016 5:00,26.68,62.91,1012.33,60.78,441.04
7508,12/11/2016 6:00,9.88,40,1021.4,92.06,481.58
7509,12/11/2016 7:00,9.27,40.22,1008.1,89.24,481.23
7510,12/11/2016 8:00,26.38,65.12,1016.1,47.57,441.07
7511,12/11/2016 9:00,26.64,58.69,1007.99,75.68,439.32
7512,12/11/2016 10:00,23.63,58.62,1016.45,69.97,445.51
7513,12/11/2016 11:00,24.39,51.86,1014.92,59.98,447.7
7514,12/11/2016 12:00,23.09,63.76,1009.82,72.36,443.86
7515,12/11/2016 13:00,32.38,67.17,1006.97,60.04,438.67
7516,12/11/2016 14:00,27.44,58.9,1003.86,66.74,442.19
7517,12/11/2016 15:00,9.37,44.77,1020.61,87.31,474.41
7518,12/11/2016 16:00,30.96,71.77,1006.26,52.76,425.66
7519,12/11/2016 17:00,12.06,48.04,1010.01,100.13,465.63
7520,12/11/2016 18:00,20.1,58.95,1018.46,80.87,446.7
7521,12/11/2016 19:00,9.64,36.66,1027.1,70.11,479.08
7522,12/11/2016 20:00,28.02,71.77,1006.5,72.41,428.58
7523,12/11/2016 21:00,25.24,71.14,1008.73,79.39,435.09
7524,12/11/2016 22:00,24.96,60.27,1018.68,69.97,442.67
7525,12/11/2016 23:00,27.5,49.3,1004.02,59.23,439.77
7526,12/12/2016 0:00,20.83,44.78,1008.51,35.9,460.6
7527,12/12/2016 1:00,28.44,69.84,1003.25,68.24,426.69
7528,12/12/2016 2:00,21.89,58.05,1011.31,85.71,441.76
7529,12/12/2016 3:00,16.87,52.05,1012.7,71.63,460.31
7530,12/12/2016 4:00,23.48,51.43,1007.13,84.83,441.78
7531,12/12/2016 5:00,15.23,37.87,1020.17,85.02,464.02
7532,12/12/2016 6:00,23.57,66.75,1018.06,80.19,439.71
7533,12/12/2016 7:00,22.17,60.27,1018.21,89.55,443.31
7534,12/12/2016 8:00,30.97,69.13,1009.78,58.92,435.6
7535,12/12/2016 9:00,23.84,49.21,1013.6,47.63,447.03
7536,12/12/2016 10:00,23.55,61.87,1009.65,54.83,443.54
7537,12/12/2016 11:00,17.32,42.24,1017.35,62.96,472.33
7538,12/12/2016 12:00,21.61,41.54,1014.5,75.62,458.47
7539,12/12/2016 13:00,12.85,41.14,1027.04,86.29,464.86
7540,12/12/2016 14:00,22.39,58.18,1008.52,87.48,448.37
7541,12/12/2016 15:00,22.22,66.05,1016.15,80.58,442.95
7542,12/12/2016 16:00,24.67,70.94,1007.99,75.64,443.51
7543,12/12/2016 17:00,6.76,39.22,1013.91,77,487.08
7544,12/12/2016 18:00,13.35,39.18,1023.24,61.98,469.34
7545,12/12/2016 19:00,11.43,44.78,1013.43,82.45,471.09
7546,12/12/2016 20:00,13.18,37.91,1018.09,88.84,469.63
7547,12/12/2016 21:00,29.53,71.14,1011.39,53.41,431.97
7548,12/12/2016 22:00,25.07,56.85,1011.25,51.99,442.44
7549,12/12/2016 23:00,28.36,66.75,1017.71,52.6,433.88
7550,12/13/2016 0:00,32.67,77.95,1014.62,50.73,432.32
7551,12/13/2016 1:00,22.3,74.87,1009.69,86.18,442.78
7552,12/13/2016 2:00,16.85,49.78,1005.61,100.1,455.33
7553,12/13/2016 3:00,7,39.81,1017.47,87.65,484.51
7554,12/13/2016 4:00,12.74,41.5,1012.94,86.28,469.92
7555,12/13/2016 5:00,32.88,72.29,1008.5,62.74,431.74
7556,12/13/2016 6:00,17.46,53.29,1018.07,91.01,458.06
7557,12/13/2016 7:00,29.05,64.84,1011.1,51.39,442.58
7558,12/13/2016 8:00,11.32,36.18,1015.03,64.68,472.67
7559,12/13/2016 9:00,19.65,57.85,1011.73,93.89,450.5
7560,12/13/2016 10:00,22.69,64.45,1012.82,45.03,450.65
7561,12/13/2016 11:00,28.31,74.34,998.42,79.23,431.95
7562,12/13/2016 12:00,27.97,66.17,1010.81,63.73,441.7
7563,12/13/2016 13:00,21.45,69.94,1010.5,82.17,443.31
7564,12/13/2016 14:00,21.45,66.05,1014.81,73.73,453.38
7565,12/13/2016 15:00,20.51,45.38,1014.29,69.14,461.87
7566,12/13/2016 16:00,14.57,44.45,1021.42,66.23,462.48
7567,12/13/2016 17:00,22.21,48.14,1015.08,66.8,448.33
7568,12/13/2016 18:00,15.06,41.85,1016.78,88.23,466.72
7569,12/13/2016 19:00,24.84,59.22,1013.18,83.08,442.7
7570,12/13/2016 20:00,24.44,47.93,1003.13,67.04,440.53
7571,12/13/2016 21:00,27.05,59.15,1012.83,56.31,441.39
7572,12/13/2016 22:00,33.92,77.95,1010.15,58.89,433.01
7573,12/13/2016 23:00,15.42,39.82,1012.89,83.54,469.9
7574,12/14/2016 0:00,26.87,74.99,1002.48,71.91,437.78
7575,12/14/2016 1:00,8.69,41.04,1026.87,80.28,477.2
7576,12/14/2016 2:00,14.19,49.83,1006.52,90.72,462.86
7577,12/14/2016 3:00,18.23,45.01,1012.24,73.86,454.06
7578,12/14/2016 4:00,25.47,56.89,1013.02,63.21,440.38
7579,12/14/2016 5:00,12.62,40.83,1010.06,81.52,470.94
7580,12/14/2016 6:00,13.61,42.34,1017.57,91.35,465.65
7581,12/14/2016 7:00,23.91,67.69,1008.28,66.71,439.84
7582,12/14/2016 8:00,14.73,39.52,1017.01,74.21,470.45
7583,12/14/2016 9:00,21.62,50.05,1007.2,92.9,444.16
7584,12/14/2016 10:00,15.29,38.73,1000.9,81.17,468.62
7585,12/14/2016 11:00,23.66,72.43,1008,89.49,439.02
7586,12/14/2016 12:00,25.14,60.29,1017.91,53.3,444.5
7587,12/14/2016 13:00,22.56,48.92,1010.7,51.63,445.07
7588,12/14/2016 14:00,13.56,39.58,1011.05,73.62,473.16
7589,12/14/2016 15:00,28.74,71.14,1011.53,48.6,430.12
7590,12/14/2016 16:00,6.93,38.68,1017.61,61.28,482.37
7591,12/14/2016 17:00,13.52,39.3,1018.99,69.22,469.41
7592,12/14/2016 18:00,28.69,67.79,1011.01,66.4,439.87
7593,12/14/2016 19:00,7.9,43.79,1016.14,83.05,485.26
7594,12/14/2016 20:00,19.5,65.12,1015.53,73.87,453.99
7595,12/14/2016 21:00,22.27,48.98,1014.47,49.33,451.74
7596,12/14/2016 22:00,27.83,59.57,1011.22,71.05,443.85
7597,12/14/2016 23:00,25.34,64.27,1013.38,66.02,443.94
7598,12/15/2016 0:00,23.57,67.9,1006.08,70.12,446.72
7599,12/15/2016 1:00,29.73,73.06,1010.27,84.84,432.73
7600,12/15/2016 2:00,27.63,64.96,1006.3,75.38,434.22
7601,12/15/2016 3:00,17.28,39.99,1007.09,74.25,463.28
7602,12/15/2016 4:00,20.58,39.53,1005.68,62.09,460.1
7603,12/15/2016 5:00,24.6,49.3,1003.72,72.26,439.46
7604,12/15/2016 6:00,29.98,76.09,1007.62,75.6,432
7605,12/15/2016 7:00,12.19,41.17,1019.43,65.47,475.64
7606,12/15/2016 8:00,30.71,68.27,1007.76,68.04,428.27
7607,12/15/2016 9:00,24.92,63.94,1017.7,44.92,441.07
7608,12/15/2016 10:00,25.94,60.75,1007.22,64.76,439.46
7609,12/15/2016 11:00,23.92,71.98,1006.22,92.96,433.23
7610,12/15/2016 12:00,11.04,39.96,1025.75,94.44,468.84
7611,12/15/2016 13:00,22.1,65.94,1009.79,67.57,443.95
7612,12/15/2016 14:00,19.45,41.1,1001.88,52.16,458.26
7613,12/15/2016 15:00,24.56,63.21,1013.79,82.38,444.34
7614,12/15/2016 16:00,31.86,73.88,1005.6,57.68,435.91
7615,12/15/2016 17:00,22.49,45.61,1013.1,75.69,455.12
7616,12/15/2016 18:00,19.13,50.78,1008.51,87.54,447.03
7617,12/15/2016 19:00,20.55,68.63,1012.5,67.07,453.47
7618,12/15/2016 20:00,15.92,41.2,1016.04,73.37,468.91
7619,12/15/2016 21:00,18.4,43.69,1016.59,52.44,462.05
7620,12/15/2016 22:00,12.73,44.34,1015.11,93.55,472.94
7621,12/15/2016 23:00,7.68,39.96,1023.73,87.48,477.84
7622,12/16/2016 0:00,14.02,44.85,1016.54,75.73,469.53
7623,12/16/2016 1:00,30.94,64.44,1014.36,53.76,439.84
7624,12/16/2016 2:00,9.42,41.4,1030.38,87.8,472.99
7625,12/16/2016 3:00,11.12,41.54,1020.13,75.07,477.69
7626,12/16/2016 4:00,3.92,41.31,999.22,95.26,487.35
7627,12/16/2016 5:00,20.38,66.54,1013.95,77.8,448.93
7628,12/16/2016 6:00,25.6,73.67,1005.78,84.82,433.25
7629,12/16/2016 7:00,23.22,59.15,1014.58,75.18,443.7
7630,12/16/2016 8:00,25.14,60.37,1006.63,77.17,438.39
7631,12/16/2016 9:00,7.92,42.28,1008.55,81.68,484.75
7632,12/16/2016 10:00,24.77,69.71,1009.86,85.56,441.29
7633,12/16/2016 11:00,30.36,69.82,1010.02,54.22,439.05
7634,12/16/2016 12:00,21.81,65.06,1014.6,66.41,447.13
7635,12/16/2016 13:00,27.12,70.32,1009.94,52.67,429.08
7636,12/16/2016 14:00,8.97,39.66,1021.63,78.94,482.62
7637,12/16/2016 15:00,23.31,60.37,1005.17,82.75,438.52
7638,12/16/2016 16:00,20.8,69.45,1013.7,82.48,443.77
7639,12/16/2016 17:00,9.31,41.39,1018.3,93.68,480.25
7640,12/16/2016 18:00,27.5,59.54,1004.88,72.7,438.81
7641,12/16/2016 19:00,10.47,41.06,1022.24,81.16,477.47
7642,12/16/2016 20:00,13.86,50.59,1019.2,97.22,467.23
7643,12/16/2016 21:00,23.42,50.05,1006.79,86.45,441.8
7644,12/16/2016 22:00,15.56,41.1,1003.55,76.92,464.42
7645,12/16/2016 23:00,16.96,46.36,1019.91,89.11,460.57
7646,12/17/2016 0:00,18.68,62.1,1019.78,83.67,453.25
7647,12/17/2016 1:00,18.33,49.64,1025.36,62.57,468.14
7648,12/17/2016 2:00,13.78,40.1,1014.49,81.86,445.98
7649,12/17/2016 3:00,12.19,41.06,1021.35,74.98,474.63
7650,12/17/2016 4:00,15.56,41.04,1025.8,64.81,457.11
7651,12/17/2016 5:00,32.87,70.8,1009.54,59.85,433.1
7652,12/17/2016 6:00,25.76,57.32,1011.93,43.61,440.26
7653,12/17/2016 7:00,11.27,40.69,1014.35,86.63,476.27
7654,12/17/2016 8:00,26.69,70.36,1006.82,68.29,435.04
7655,12/17/2016 9:00,6.45,35.77,1018.86,67.84,483.12
7656,12/17/2016 10:00,23.86,74.93,1016.88,71.44,444.38
7657,12/17/2016 11:00,27.16,47.43,1009.17,45.79,442.85
7658,12/17/2016 12:00,33.97,72.29,1008.98,44.32,432.33
7659,12/17/2016 13:00,10.37,40.03,1017.47,90.47,477.91
7660,12/17/2016 14:00,25.15,71.14,1011.68,70.33,434.99
7661,12/17/2016 15:00,10.52,41.48,1018,68.99,469.8
7662,12/17/2016 16:00,28.88,66.56,1006.26,59.15,426.66
7663,12/17/2016 17:00,19.89,68.08,1012.65,80.25,448.71
7664,12/17/2016 18:00,19.31,43.56,1013.65,41.54,463.35
7665,12/17/2016 19:00,7.14,41.22,1016.6,97.09,435.58
7666,12/17/2016 20:00,28.18,71.14,1011.56,48.03,432.72
7667,12/17/2016 21:00,26.08,57.32,1012.2,47.06,441.32
7668,12/17/2016 22:00,29.01,64.79,1017.62,44.31,442.12
7669,12/17/2016 23:00,21.84,58.86,1014.13,69.67,445.16
7670,12/18/2016 0:00,16.82,49.15,1020.68,72.07,462.22
7671,12/18/2016 1:00,29.03,67.79,1010.86,54.03,445.03
7672,12/18/2016 2:00,14.78,41.17,1016.42,67.42,469.69
7673,12/18/2016 3:00,15.55,43.71,1024.34,79.61,465.14
7674,12/18/2016 4:00,30.22,70.32,1011.63,65.97,435.98
7675,12/18/2016 5:00,25.97,68.12,1013.11,61.97,437.11
7676,12/18/2016 6:00,19.21,53.16,1013.18,81.64,454.01
7677,12/18/2016 7:00,18.94,48.7,1007.82,92.88,453.36
7678,12/18/2016 8:00,22.2,44.05,1007.34,75.13,445.32
7679,12/18/2016 9:00,26.9,77.95,1017.47,75.58,434.18
7680,12/18/2016 10:00,16.58,46.18,1010.4,96.29,463.51
7681,12/18/2016 11:00,10.72,35.76,1019.71,62.26,473.48
7682,12/18/2016 12:00,13.64,34.03,1018.32,62.2,469.61
7683,12/18/2016 13:00,24.34,70.79,1006.82,85.66,433.83
7684,12/18/2016 14:00,30.9,73.68,1014.95,40.9,430.29
7685,12/18/2016 15:00,7.76,39.61,1021.63,80.67,488.32
7686,12/18/2016 16:00,9.08,36.18,1020.24,68.37,477.26
7687,12/18/2016 17:00,9.45,39.04,1023.08,75.81,483.66
7688,12/18/2016 18:00,28.71,51.43,1006.4,64.79,440.17
7689,12/18/2016 19:00,25.3,49.3,1003.67,69.08,436.62
7690,12/18/2016 20:00,24.47,48.6,1002.49,75.04,442.08
7691,12/18/2016 21:00,15.59,52.05,1013.67,78.55,456.07
7692,12/18/2016 22:00,29.72,77.95,1014.9,72.73,434.99
7693,12/18/2016 23:00,32.81,71.32,1007.69,47.29,434.38
7694,12/19/2016 0:00,29.2,70.79,1004.8,63.74,425.2
7695,12/19/2016 1:00,25.34,70.47,1006.46,83.94,433.34
7696,12/19/2016 2:00,10.37,37.83,1006.5,90.99,470.66
7697,12/19/2016 3:00,13.12,52.75,1023.69,67.5,462.7
7698,12/19/2016 4:00,14.8,44.21,1021.59,89.24,466.21
7699,12/19/2016 5:00,11.51,41.06,1021.3,78.11,476.91
7700,12/19/2016 6:00,14.4,41.26,1021.41,73.11,462.78
7701,12/19/2016 7:00,22.36,58.79,1016.69,73.6,445.76
7702,12/19/2016 8:00,20.61,44.63,1008.54,77.54,456.68
7703,12/19/2016 9:00,13.86,41.78,1010.75,57.9,467.39
7704,12/19/2016 10:00,12.27,39.82,1012.18,85.58,477.54
7705,12/19/2016 11:00,13.13,50.59,1020.26,87.44,470.03
7706,12/19/2016 12:00,25.1,60.37,1005.83,72.53,438.44
7707,12/19/2016 13:00,8.47,42.02,1005.37,92.73,477.67
7708,12/19/2016 14:00,21.18,60.1,1011.02,78.19,452.39
7709,12/19/2016 15:00,11.02,43.02,1012.32,66.54,478.81
7710,12/19/2016 16:00,28.69,58.33,1013.67,34.1,448.54
